device_number,device_type,device_status,status_date,bin,borough,house_number,street_name,block,lot,zip_code,latitude,longitude,communitydistrict,citycouncildistrict,bbl,censustract,ntaname,equipment_type,periodic_report_year,cat1_report_year,cat1_latest_report_filed,cat5_latest_report_filed,periodic_latest_inspection
1W5989,Accessibility Lift,Deleted,2007-04-13T00:00:00.000,1000827,Manhattan,55,WALL STREET,27,7501,10005,40.70632,-74.009407,101,01,1000277501,7,Financial District-Battery Park City,,,,,,
1W5299,Accessibility Lift,Active,2022-12-02T00:00:00.000,1000827,Manhattan,55,WALL STREET,27,7501,10005,40.70632,-74.009407,101,01,1000277501,7,Financial District-Battery Park City,PlatformStairwayChairLifts,2026,2026,2026-03-25T00:00:00.000,2013-12-19T00:00:00.000,2026-06-29T00:00:00.000
1P332,Elevator,Active,2019-12-02T00:00:00.000,1000827,Manhattan,55,WALL STREET,27,7501,10005,40.70632,-74.009407,101,01,1000277501,7,Financial District-Battery Park City,,2026,2026,2026-05-05T00:00:00.000,2022-09-14T00:00:00.000,2026-02-02T00:00:00.000
1P324,Elevator,Active,2019-12-02T00:00:00.000,1000827,Manhattan,55,WALL STREET,27,7501,10005,40.70632,-74.009407,101,01,1000277501,7,Financial District-Battery Park City,,2026,2026,2026-05-04T00:00:00.000,2022-09-12T00:00:00.000,2026-02-02T00:00:00.000
1W5997,Accessibility Lift,Deleted,2007-04-17T00:00:00.000,1000827,Manhattan,55,WALL STREET,27,7501,10005,40.70632,-74.009407,101,01,1000277501,7,Financial District-Battery Park City,,,,,,
1E356,Escalator,Removed,1989-06-09T00:00:00.000,1000827,Manhattan,55,WALL STREET,27,7501,10005,40.70632,-74.009407,101,01,1000277501,7,Financial District-Battery Park City,,,,,,
1W5961,Accessibility Lift,Work in Progress,2006-09-07T00:00:00.000,1000827,Manhattan,55,WALL STREET,27,7501,10005,40.70632,-74.009407,101,01,1000277501,7,Financial District-Battery Park City,,,,,,
1P329,Elevator,Removed,2001-01-29T00:00:00.000,1000827,Manhattan,55,WALL STREET,27,7501,10005,40.70632,-74.009407,101,01,1000277501,7,Financial District-Battery Park City,,,,,,
1P323,Elevator,Active,2019-12-02T00:00:00.000,1000827,Manhattan,55,WALL STREET,27,7501,10005,40.70632,-74.009407,101,01,1000277501,7,Financial District-Battery Park City,,2026,2026,2026-05-04T00:00:00.000,2022-09-12T00:00:00.000,2026-02-02T00:00:00.000
1P325,Elevator,Removed,2006-06-13T00:00:00.000,1000827,Manhattan,55,WALL STREET,27,7501,10005,40.70632,-74.009407,101,01,1000277501,7,Financial District-Battery Park City,,,,,,
1P330,Elevator,Active,2019-12-02T00:00:00.000,1000827,Manhattan,55,WALL STREET,27,7501,10005,40.70632,-74.009407,101,01,1000277501,7,Financial District-Battery Park City,,2026,2026,2026-05-04T00:00:00.000,2022-09-13T00:00:00.000,2026-02-02T00:00:00.000
1W5994,Accessibility Lift,Deleted,2007-04-13T00:00:00.000,1000827,Manhattan,55,WALL STREET,27,7501,10005,40.70632,-74.009407,101,01,1000277501,7,Financial District-Battery Park City,,,,,,
1W5990,Accessibility Lift,Deleted,2007-04-17T00:00:00.000,1000827,Manhattan,55,WALL STREET,27,7501,10005,40.70632,-74.009407,101,01,1000277501,7,Financial District-Battery Park City,,,,,,
1P331,Elevator,Active,2019-12-02T00:00:00.000,1000827,Manhattan,55,WALL STREET,27,7501,10005,40.70632,-74.009407,101,01,1000277501,7,Financial District-Battery Park City,,2026,2026,2026-05-04T00:00:00.000,2022-09-13T00:00:00.000,2026-02-02T00:00:00.000
1E355,Escalator,Removed,1989-06-09T00:00:00.000,1000827,Manhattan,55,WALL STREET,27,7501,10005,40.70632,-74.009407,101,01,1000277501,7,Financial District-Battery Park City,,,,,,
1P43980,Elevator,Active,2019-12-02T00:00:00.000,1000827,Manhattan,55,WALL STREET,27,7501,10005,40.70632,-74.009407,101,01,1000277501,7,Financial District-Battery Park City,,2026,2026,2026-05-05T00:00:00.000,1960-01-01T00:00:00.000,2026-02-02T00:00:00.000
1P333,Elevator,Removed,2001-01-29T00:00:00.000,1000827,Manhattan,55,WALL STREET,27,7501,10005,40.70632,-74.009407,101,01,1000277501,7,Financial District-Battery Park City,,,,,,
1S42,Elevator,Dismantled,2016-01-21T00:00:00.000,1000827,Manhattan,55,WALL STREET,27,7501,10005,40.70632,-74.009407,101,01,1000277501,7,Financial District-Battery Park City,,,,,,
1W5996,Accessibility Lift,Deleted,2007-04-17T00:00:00.000,1000827,Manhattan,55,WALL STREET,27,7501,10005,40.70632,-74.009407,101,01,1000277501,7,Financial District-Battery Park City,,,,,,
1W5993,Accessibility Lift,Deleted,2007-04-17T00:00:00.000,1000827,Manhattan,55,WALL STREET,27,7501,10005,40.70632,-74.009407,101,01,1000277501,7,Financial District-Battery Park City,,,,,,
1W5988,Accessibility Lift,Deleted,2007-04-13T00:00:00.000,1000827,Manhattan,55,WALL STREET,27,7501,10005,40.70632,-74.009407,101,01,1000277501,7,Financial District-Battery Park City,,,,,,
1W5991,Accessibility Lift,Deleted,2007-04-17T00:00:00.000,1000827,Manhattan,55,WALL STREET,27,7501,10005,40.70632,-74.009407,101,01,1000277501,7,Financial District-Battery Park City,,,,,,
1P23941,Elevator,Active,2019-12-02T00:00:00.000,1000827,Manhattan,55,WALL STREET,27,7501,10005,40.70632,-74.009407,101,01,1000277501,7,Financial District-Battery Park City,,2026,2026,2026-05-05T00:00:00.000,2022-09-14T00:00:00.000,2026-02-02T00:00:00.000
1W5998,Accessibility Lift,Deleted,2007-04-17T00:00:00.000,1000827,Manhattan,55,WALL STREET,27,7501,10005,40.70632,-74.009407,101,01,1000277501,7,Financial District-Battery Park City,,,,,,
1W5992,Accessibility Lift,Deleted,2007-04-17T00:00:00.000,1000827,Manhattan,55,WALL STREET,27,7501,10005,40.70632,-74.009407,101,01,1000277501,7,Financial District-Battery Park City,,,,,,
1P19123,Elevator,Removed,1997-11-10T00:00:00.000,1001127,Manhattan,15,PLATT STREET,69,7502,10038,40.708173,-74.006464,101,01,1000697502,1502,Financial District-Battery Park City,,,,,,
1P0989333,Elevator,Active,2019-09-20T00:00:00.000,1001127,Manhattan,90,JOHN STREET,69,7502,10038,40.708173,-74.006464,101,01,1000697502,1502,Financial District-Battery Park City,,2025,2026,2026-06-15T00:00:00.000,,2025-09-22T00:00:00.000
1P19126,Elevator,Dismantled,2025-03-24T00:00:00.000,1001127,Manhattan,15,PLATT STREET,69,7502,10038,40.708173,-74.006464,101,01,1000697502,1502,Financial District-Battery Park City,,2026,2022,2022-08-09T00:00:00.000,2018-03-09T00:00:00.000,2026-04-14T00:00:00.000
1P19121,Elevator,Active,2024-03-14T00:00:00.000,1001127,Manhattan,15,PLATT STREET,69,7502,10038,40.708173,-74.006464,101,01,1000697502,1502,Financial District-Battery Park City,ElectricElevators,2026,2026,2026-07-15T00:00:00.000,2022-06-27T00:00:00.000,2026-04-14T00:00:00.000
1P19128,Elevator,Active,2020-12-17T00:00:00.000,1001127,Manhattan,15,PLATT STREET,69,7502,10038,40.708173,-74.006464,101,01,1000697502,1502,Financial District-Battery Park City,,2026,2026,2026-07-15T00:00:00.000,2022-06-28T00:00:00.000,2026-04-14T00:00:00.000
1P19119,Elevator,Active,1988-09-13T00:00:00.000,1001127,Manhattan,15,PLATT STREET,69,7502,10038,40.708173,-74.006464,101,01,1000697502,1502,Financial District-Battery Park City,,2026,2026,2026-07-15T00:00:00.000,2026-06-23T00:00:00.000,2026-04-14T00:00:00.000
1P47575,Elevator,Active,2014-04-16T00:00:00.000,1001127,Manhattan,15,PLATT STREET,69,7502,10038,40.708173,-74.006464,101,01,1000697502,1502,Financial District-Battery Park City,,2022,2026,2026-07-15T00:00:00.000,2024-12-31T00:00:00.000,2022-10-04T00:00:00.000
1P19120,Elevator,Active,2024-03-14T00:00:00.000,1001127,Manhattan,15,PLATT STREET,69,7502,10038,40.708173,-74.006464,101,01,1000697502,1502,Financial District-Battery Park City,ElectricElevators,2026,2026,2026-07-15T00:00:00.000,2022-03-09T00:00:00.000,2026-04-14T00:00:00.000
1P19124,Elevator,Removed,1997-11-10T00:00:00.000,1001127,Manhattan,15,PLATT STREET,69,7502,10038,40.708173,-74.006464,101,01,1000697502,1502,Financial District-Battery Park City,,,,,,
1W6492,Accessibility Lift,Active,2015-08-27T00:00:00.000,1001127,Manhattan,15,PLATT STREET,69,7502,10038,40.708173,-74.006464,101,01,1000697502,1502,Financial District-Battery Park City,,2025,2026,2026-08-12T00:00:00.000,,2025-09-15T00:00:00.000
1S159,Elevator,Removed,2001-01-24T00:00:00.000,1001127,Manhattan,15,PLATT STREET,69,7502,10038,40.708173,-74.006464,101,01,1000697502,1502,Financial District-Battery Park City,,,,,,
1P19125,Elevator,Dismantled,2024-08-07T00:00:00.000,1001127,Manhattan,15,PLATT STREET,69,7502,10038,40.708173,-74.006464,101,01,1000697502,1502,Financial District-Battery Park City,,2026,2023,2023-12-14T00:00:00.000,2022-06-28T00:00:00.000,2026-04-14T00:00:00.000
1P19127,Elevator,Dismantled,2024-08-09T00:00:00.000,1001127,Manhattan,15,PLATT STREET,69,7502,10038,40.708173,-74.006464,101,01,1000697502,1502,Financial District-Battery Park City,,2026,2023,2023-12-14T00:00:00.000,2022-06-28T00:00:00.000,2026-04-14T00:00:00.000
1P19129,Elevator,Removed,2015-07-17T00:00:00.000,1001127,Manhattan,15,PLATT STREET,69,7502,10038,40.708173,-74.006464,101,01,1000697502,1502,Financial District-Battery Park City,,,,,,
1P19122,Elevator,Active,2024-06-12T00:00:00.000,1001127,Manhattan,15,PLATT STREET,69,7502,10038,40.708173,-74.006464,101,01,1000697502,1502,Financial District-Battery Park City,ElectricElevators,2026,2025,2025-09-22T00:00:00.000,2022-03-09T00:00:00.000,2026-04-14T00:00:00.000
1P0994546,Elevator,Active,2022-10-20T00:00:00.000,1001232,Manhattan,217,BROADWAY,88,1,10007,40.711437,-74.008574,101,01,1000880001,21,Tribeca-Civic Center,HydraulicElevators,2025,2025,2025-12-01T00:00:00.000,,2025-08-28T00:00:00.000
1P1297,Elevator,Active,2021-06-23T00:00:00.000,1001232,Manhattan,217,BROADWAY,88,1,10007,40.711437,-74.008574,101,01,1000880001,21,Tribeca-Civic Center,,2026,2025,2025-11-19T00:00:00.000,2024-03-12T00:00:00.000,2026-03-05T00:00:00.000
1S204,Elevator,Active,1994-10-14T00:00:00.000,1001232,Manhattan,217,BROADWAY,88,1,10007,40.711437,-74.008574,101,01,1000880001,21,Tribeca-Civic Center,,2026,2025,2025-11-20T00:00:00.000,2024-03-12T00:00:00.000,2026-03-05T00:00:00.000
1E0994631,Escalator,Active,2022-12-01T00:00:00.000,1001232,Manhattan,217,BROADWAY,88,1,10007,40.711437,-74.008574,101,01,1000880001,21,Tribeca-Civic Center,EscalatorsMovingWalks,2026,2026,2026-07-21T00:00:00.000,,2026-04-06T00:00:00.000
1E0994630,Escalator,Active,2022-11-30T00:00:00.000,1001232,Manhattan,217,BROADWAY,88,1,10007,40.711437,-74.008574,101,01,1000880001,21,Tribeca-Civic Center,EscalatorsMovingWalks,2026,2026,2026-07-21T00:00:00.000,,2026-04-06T00:00:00.000
1P1295,Elevator,Active,2021-06-23T00:00:00.000,1001232,Manhattan,217,BROADWAY,88,1,10007,40.711437,-74.008574,101,01,1000880001,21,Tribeca-Civic Center,,2026,2025,2025-11-19T00:00:00.000,2024-10-29T00:00:00.000,2026-03-05T00:00:00.000
1P1298,Elevator,Active,2021-06-23T00:00:00.000,1001232,Manhattan,217,BROADWAY,88,1,10007,40.711437,-74.008574,101,01,1000880001,21,Tribeca-Civic Center,,2026,2025,2025-11-19T00:00:00.000,2024-03-11T00:00:00.000,2026-03-05T00:00:00.000
1P1296,Elevator,Active,2021-06-23T00:00:00.000,1001232,Manhattan,217,BROADWAY,88,1,10007,40.711437,-74.008574,101,01,1000880001,21,Tribeca-Civic Center,,2026,2025,2025-11-19T00:00:00.000,2024-03-11T00:00:00.000,2026-03-05T00:00:00.000
1P34168,Elevator,Active,2022-07-27T00:00:00.000,1006826,Manhattan,75,3 AVENUE,467,1,10003,40.731415,-73.988533,103,02,1004670001,4002,East Village,ElectricElevators,2026,2026,2026-02-26T00:00:00.000,2023-04-25T00:00:00.000,2026-05-31T00:00:00.000
1P34176,Elevator,Active,2022-05-13T00:00:00.000,1006826,Manhattan,75,3 AVENUE,467,1,10003,40.731415,-73.988533,103,02,1004670001,4002,East Village,ElectricElevators,2026,2026,2026-02-27T00:00:00.000,2023-04-26T00:00:00.000,2026-05-31T00:00:00.000
1F5573,Elevator,Active,2020-02-15T00:00:00.000,1006826,Manhattan,75,3 AVENUE,467,1,10003,40.731415,-73.988533,103,02,1004670001,4002,East Village,,2026,2026,2026-02-27T00:00:00.000,,2026-05-31T00:00:00.000
1P34174,Elevator,Active,2022-04-21T00:00:00.000,1006826,Manhattan,75,3 AVENUE,467,1,10003,40.731415,-73.988533,103,02,1004670001,4002,East Village,ElectricElevators,2026,2026,2026-02-26T00:00:00.000,2023-04-25T00:00:00.000,2026-05-31T00:00:00.000
1P34175,Elevator,Active,2022-07-20T00:00:00.000,1006826,Manhattan,75,3 AVENUE,467,1,10003,40.731415,-73.988533,103,02,1004670001,4002,East Village,ElectricElevators,2026,2026,2026-02-27T00:00:00.000,2023-04-26T00:00:00.000,2026-05-31T00:00:00.000
1P34173,Elevator,Active,2022-08-19T00:00:00.000,1006826,Manhattan,75,3 AVENUE,467,1,10003,40.731415,-73.988533,103,02,1004670001,4002,East Village,ElectricElevators,2026,2026,2026-02-26T00:00:00.000,2023-04-24T00:00:00.000,2026-05-31T00:00:00.000
1P34177,Elevator,Active,2020-04-29T00:00:00.000,1006826,Manhattan,75,3 AVENUE,467,1,10003,40.731415,-73.988533,103,02,1004670001,4002,East Village,,2026,2026,2026-02-27T00:00:00.000,2016-10-27T00:00:00.000,2026-05-31T00:00:00.000
1P34172,Elevator,Active,2022-04-20T00:00:00.000,1006826,Manhattan,75,3 AVENUE,467,1,10003,40.731415,-73.988533,103,02,1004670001,4002,East Village,ElectricElevators,2026,2026,2026-02-26T00:00:00.000,2023-04-24T00:00:00.000,2026-05-31T00:00:00.000
1P16379,Elevator,Active,1988-07-11T00:00:00.000,1007825,Manhattan,160,VARICK STREET,506,7501,10013,40.726615,-74.005617,102,03,1005067501,37,SoHo-Little Italy-Hudson Square,,2026,2026,2026-03-19T00:00:00.000,2024-01-23T00:00:00.000,2026-07-24T00:00:00.000
1P17713,Elevator,Active,2019-11-21T00:00:00.000,1007825,Manhattan,170,VARICK STREET,506,7501,10013,40.726615,-74.005617,102,03,1005067501,37,SoHo-Little Italy-Hudson Square,,2026,2026,2026-03-19T00:00:00.000,2023-01-06T00:00:00.000,2026-07-24T00:00:00.000
1P16377,Elevator,Active,2020-11-11T00:00:00.000,1007825,Manhattan,160,VARICK STREET,506,7501,10013,40.726615,-74.005617,102,03,1005067501,37,SoHo-Little Italy-Hudson Square,,2026,2026,2026-02-24T00:00:00.000,2025-01-06T00:00:00.000,2026-07-24T00:00:00.000
1F1819,Elevator,Removed,1988-08-04T00:00:00.000,1007825,Manhattan,160,VARICK STREET,506,7501,10013,40.726615,-74.005617,102,03,1005067501,37,SoHo-Little Italy-Hudson Square,,,2018,2018-03-09T00:00:00.000,2014-02-08T00:00:00.000,
1P17712,Elevator,Active,2020-09-17T00:00:00.000,1007825,Manhattan,170,VARICK STREET,506,7501,10013,40.726615,-74.005617,102,03,1005067501,37,SoHo-Little Italy-Hudson Square,,2026,2026,2026-02-24T00:00:00.000,2025-01-07T00:00:00.000,2026-07-24T00:00:00.000
1P17711,Elevator,Active,2021-01-13T00:00:00.000,1007825,Manhattan,170,VARICK STREET,506,7501,10013,40.726615,-74.005617,102,03,1005067501,37,SoHo-Little Italy-Hudson Square,,2026,2026,2026-02-24T00:00:00.000,2025-01-07T00:00:00.000,2026-07-24T00:00:00.000
1P16376,Elevator,Active,2021-03-19T00:00:00.000,1007825,Manhattan,160,VARICK STREET,506,7501,10013,40.726615,-74.005617,102,03,1005067501,37,SoHo-Little Italy-Hudson Square,,2026,2026,2026-02-24T00:00:00.000,2025-01-06T00:00:00.000,2026-07-24T00:00:00.000
1P44714,Elevator,Active,2021-10-05T00:00:00.000,1007825,Manhattan,160,VARICK STREET,506,7501,10013,40.726615,-74.005617,102,03,1005067501,37,SoHo-Little Italy-Hudson Square,,2026,2026,2026-03-19T00:00:00.000,2023-01-03T00:00:00.000,2026-07-24T00:00:00.000
1P50359,Elevator,Active,2017-11-27T00:00:00.000,1007825,Manhattan,160,VARICK STREET,506,7501,10013,40.726615,-74.005617,102,03,1005067501,37,SoHo-Little Italy-Hudson Square,,2026,2026,2026-03-19T00:00:00.000,2024-01-23T00:00:00.000,2026-07-24T00:00:00.000
1F1820,Elevator,Removed,2008-03-11T00:00:00.000,1007825,Manhattan,170,VARICK STREET,506,7501,10013,40.726615,-74.005617,102,03,1005067501,37,SoHo-Little Italy-Hudson Square,,,,,,
1P16378,Elevator,Removed,2007-02-09T00:00:00.000,1007825,Manhattan,160,VARICK STREET,506,7501,10013,40.726615,-74.005617,102,03,1005067501,37,SoHo-Little Italy-Hudson Square,,,,,,
1P2555,Elevator,Active,2020-03-19T00:00:00.000,1007956,Manhattan,599,BROADWAY,512,7502,10012,40.725021,-73.997132,102,01,1005127502,49,SoHo-Little Italy-Hudson Square,,2026,2025,2025-05-09T00:00:00.000,2023-06-22T00:00:00.000,2026-02-10T00:00:00.000
1F10289,Elevator,Active,2010-10-29T00:00:00.000,1007956,Manhattan,599,BROADWAY,512,7502,10012,40.725021,-73.997132,102,01,1005127502,49,SoHo-Little Italy-Hudson Square,,2026,2025,2025-12-17T00:00:00.000,2025-05-22T00:00:00.000,2026-07-02T00:00:00.000
1P46473,Elevator,Active,2010-10-28T00:00:00.000,1007956,Manhattan,599,BROADWAY,512,7502,10012,40.725021,-73.997132,102,01,1005127502,49,SoHo-Little Italy-Hudson Square,,2026,2025,2025-12-17T00:00:00.000,2025-05-22T00:00:00.000,2026-07-02T00:00:00.000
1F1850,Elevator,Active,1988-07-11T00:00:00.000,1007956,Manhattan,599,BROADWAY,512,7502,10012,40.725021,-73.997132,102,01,1005127502,49,SoHo-Little Italy-Hudson Square,,2026,2025,2025-05-09T00:00:00.000,2023-06-21T00:00:00.000,2026-02-10T00:00:00.000
1F1851,Elevator,Removed,2010-11-18T00:00:00.000,1007956,Manhattan,599,BROADWAY,512,7502,10012,40.725021,-73.997132,102,01,1005127502,49,SoHo-Little Italy-Hudson Square,,,,,,
1E20876,Escalator,Active,2011-08-22T00:00:00.000,1007956,Manhattan,599,BROADWAY,512,7502,10012,40.725021,-73.997132,102,01,1005127502,49,SoHo-Little Italy-Hudson Square,,2025,2023,2023-12-14T00:00:00.000,,2025-03-05T00:00:00.000
1E20875,Escalator,Active,2011-08-22T00:00:00.000,1007956,Manhattan,599,BROADWAY,512,7502,10012,40.725021,-73.997132,102,01,1005127502,49,SoHo-Little Italy-Hudson Square,,2025,2023,2023-12-14T00:00:00.000,,2025-03-05T00:00:00.000
1P2444,Elevator,Active,2020-03-19T00:00:00.000,1007956,Manhattan,599,BROADWAY,512,7502,10012,40.725021,-73.997132,102,01,1005127502,49,SoHo-Little Italy-Hudson Square,,2026,2025,2025-05-09T00:00:00.000,2023-06-22T00:00:00.000,2026-02-10T00:00:00.000
1F1849,Elevator,Active,1988-07-11T00:00:00.000,1007956,Manhattan,599,BROADWAY,512,7502,10012,40.725021,-73.997132,102,01,1005127502,49,SoHo-Little Italy-Hudson Square,,2026,2025,2025-05-09T00:00:00.000,2023-06-21T00:00:00.000,2026-02-10T00:00:00.000
1W0993071,Accessibility Lift,Active,2021-10-06T00:00:00.000,1012154,Manhattan,113,HORATIO STREET,643,1,10014,40.738755,-74.008899,102,03,1006430001,79,West Village,PlatformStairwayChairLifts,2026,2025,2025-02-18T00:00:00.000,2021-10-05T00:00:00.000,2026-06-18T00:00:00.000
1F2435,Elevator,Removed,2001-02-09T00:00:00.000,1012154,Manhattan,521,WEST STREET,643,1,10014,40.738755,-74.008899,102,03,1006430001,79,West Village,,,,,,
1F2428,Elevator,Removed,2001-02-09T00:00:00.000,1012154,Manhattan,521,WEST STREET,643,1,10014,40.738755,-74.008899,102,03,1006430001,79,West Village,,,,,,
1F2427,Elevator,Removed,2001-02-09T00:00:00.000,1012154,Manhattan,521,WEST STREET,643,1,10014,40.738755,-74.008899,102,03,1006430001,79,West Village,,,,,,
1S1435,Elevator,Removed,2001-05-23T00:00:00.000,1012154,Manhattan,521,WEST STREET,643,1,10014,40.738755,-74.008899,102,03,1006430001,79,West Village,,,,,,
1V24095,Accessibility Lift,Active,2018-08-14T00:00:00.000,1012154,Manhattan,521,WEST STREET,643,1,10014,40.738755,-74.008899,102,03,1006430001,79,West Village,,2026,2026,2026-03-10T00:00:00.000,2018-11-30T00:00:00.000,2026-08-12T00:00:00.000
1S1436,Elevator,Removed,2001-05-23T00:00:00.000,1012154,Manhattan,521,WEST STREET,643,1,10014,40.738755,-74.008899,102,03,1006430001,79,West Village,,,,,,
1P31778,Elevator,Active,2019-09-17T00:00:00.000,1012154,Manhattan,521,WEST STREET,643,1,10014,40.738755,-74.008899,102,03,1006430001,79,West Village,,2025,2026,2026-06-03T00:00:00.000,2022-03-09T00:00:00.000,2025-12-17T00:00:00.000
1F2434,Elevator,Removed,2001-02-09T00:00:00.000,1012154,Manhattan,521,WEST STREET,643,1,10014,40.738755,-74.008899,102,03,1006430001,79,West Village,,,,,,
1F2433,Elevator,Removed,2001-02-09T00:00:00.000,1012154,Manhattan,521,WEST STREET,643,1,10014,40.738755,-74.008899,102,03,1006430001,79,West Village,,,,,,
1F2430,Elevator,Removed,2001-02-09T00:00:00.000,1012154,Manhattan,521,WEST STREET,643,1,10014,40.738755,-74.008899,102,03,1006430001,79,West Village,,,,,,
1P31776,Elevator,Active,2019-09-17T00:00:00.000,1012154,Manhattan,521,WEST STREET,643,1,10014,40.738755,-74.008899,102,03,1006430001,79,West Village,,2025,2026,2026-06-03T00:00:00.000,2022-03-08T00:00:00.000,2025-12-17T00:00:00.000
1F2429,Elevator,Removed,2001-02-09T00:00:00.000,1012154,Manhattan,521,WEST STREET,643,1,10014,40.738755,-74.008899,102,03,1006430001,79,West Village,,,,,,
1F2432,Elevator,Removed,2001-02-09T00:00:00.000,1012154,Manhattan,521,WEST STREET,643,1,10014,40.738755,-74.008899,102,03,1006430001,79,West Village,,,,,,
1W1000057,Accessibility Lift,Active,2024-09-18T00:00:00.000,1012154,Manhattan,107,HORATIO STREET,643,1,10014,40.738755,-74.008899,102,03,1006430001,79,West Village,PlatformStairwayChairLifts,2025,2025,2025-03-31T00:00:00.000,2024-09-17T00:00:00.000,2025-07-08T00:00:00.000
1P31779,Elevator,Active,2019-09-17T00:00:00.000,1012154,Manhattan,521,WEST STREET,643,1,10014,40.738755,-74.008899,102,03,1006430001,79,West Village,,2025,2026,2026-06-03T00:00:00.000,2022-03-09T00:00:00.000,2025-12-17T00:00:00.000
1F2431,Elevator,Removed,2002-11-22T00:00:00.000,1012154,Manhattan,521,WEST STREET,643,1,10014,40.738755,-74.008899,102,03,1006430001,79,West Village,,,,,,
1P31777,Elevator,Active,2019-09-17T00:00:00.000,1012154,Manhattan,521,WEST STREET,643,1,10014,40.738755,-74.008899,102,03,1006430001,79,West Village,,2025,2026,2026-06-03T00:00:00.000,2022-03-08T00:00:00.000,2025-12-17T00:00:00.000
1P48017,Elevator,Active,2019-09-17T00:00:00.000,1012154,Manhattan,521,WEST STREET,643,1,10014,40.738755,-74.008899,102,03,1006430001,79,West Village,,2025,2026,2026-06-03T00:00:00.000,2017-04-25T00:00:00.000,2025-12-17T00:00:00.000
1P44033,Elevator,Active,2019-12-11T00:00:00.000,1012834,Manhattan,406,WEST   31 STREET,728,42,10001,40.751873,-73.998621,104,03,1007280042,103,Chelsea-Hudson Yards,,2026,2025,2025-06-26T00:00:00.000,2022-07-12T00:00:00.000,2026-07-01T00:00:00.000
1P44032,Elevator,Active,2019-12-11T00:00:00.000,1012834,Manhattan,406,WEST   31 STREET,728,42,10001,40.751873,-73.998621,104,03,1007280042,103,Chelsea-Hudson Yards,,2026,2025,2025-06-26T00:00:00.000,2022-06-30T00:00:00.000,2026-07-01T00:00:00.000
